,face_uuid,filename,Ground Truth,match_file,match_score,model,distance_metric,number_of_hits,Model,account_name
1166,e7e76144-1553-44f9-a261-750f5f0fff2f,armin_laschet/2021-09-18_19-12-07_UTC_7.jpg,Armin Laschet,,,,,,Unknown,armin_laschet
1175,0ed826c7-98f5-46e7-ac55-7cab2bb9d018,armin_laschet/2021-09-18_19-12-07_UTC_7.jpg,Armin Laschet,1bd44b42-05b1-4e5e-9ecf-b19872c3a776.png,0.8827435013276874,Facenet512,euclidean_l2,26.0,Armin Laschet,armin_laschet
1176,fd7e4259-5543-4904-a27a-7f9b02da4074,armin_laschet/2021-09-21_11-03-21_UTC_3.jpg,Armin Laschet,d0e6d963-6d02-463b-a226-ce3f34b0fcc5.png,0.6092870301140461,Facenet512,euclidean_l2,40.0,Armin Laschet,armin_laschet
1184,a9a91b81-f3b6-4c9f-988f-869db0e22e02,armin_laschet/2021-09-24_13-34-04_UTC_1.jpg,Armin Laschet,c0c7aedd-97dc-4394-8336-f812c19fc1a2.png,0.7395975796924937,Facenet512,euclidean_l2,38.0,Armin Laschet,armin_laschet
1191,a350351a-076c-44b7-8434-da6fcc7d0b86,armin_laschet/2021-09-21_11-03-21_UTC_4.jpg,Armin Laschet,laschet_armin.jpeg,0.5394432104428465,Facenet512,euclidean_l2,40.0,Armin Laschet,armin_laschet
1192,7234c42e-2b3a-41b1-97f0-d4853882154f,armin_laschet/2021-09-15_12-38-48_UTC.jpg,Armin Laschet,b95e4651-bf56-4f12-8d9c-4defe1aef9b0.png,0.3324802854256238,Facenet512,euclidean_l2,40.0,Armin Laschet,armin_laschet
1200,526c2645-173f-4924-bc39-58af9063518b,armin_laschet/2021-09-21_11-03-21_UTC_2.jpg,Armin Laschet,f891fb5e-737c-4bf0-9c55-824f2cdff348.png,0.7637995898112037,Facenet512,euclidean_l2,40.0,Armin Laschet,armin_laschet
1201,bda83b8d-2fd7-473d-bfb7-773e569a9741,armin_laschet/2021-09-23_13-50-48_UTC_3.jpg,Armin Laschet,5efa5b53-ada6-486e-8b66-4c6330a71ea7.png,0.7148905878510391,Facenet512,euclidean_l2,22.0,Armin Laschet,armin_laschet
1202,8989bbd4-25b7-4562-97a9-996e2f6b7d7f,armin_laschet/2021-09-19_20-08-29_UTC.jpg,Armin Laschet,b95e4651-bf56-4f12-8d9c-4defe1aef9b0.png,0.6053086224651343,Facenet512,euclidean_l2,40.0,Armin Laschet,armin_laschet
1203,b949ea8d-0eb4-4f78-9fc5-f86ab5649110,armin_laschet/2021-09-18_19-12-07_UTC_6.jpg,Armin Laschet,,,,,,Unknown,armin_laschet
1204,d1ef5674-4e7c-463e-bc85-cef94ce0a373,armin_laschet/2021-09-19_10-05-39_UTC.jpg,Armin Laschet,b95e4651-bf56-4f12-8d9c-4defe1aef9b0.png,0.5814730362987787,Facenet512,euclidean_l2,40.0,Armin Laschet,armin_laschet
1206,dd6cf8c5-cf7a-4884-9396-8592ebf9d897,armin_laschet/2021-09-23_13-50-48_UTC_5.jpg,Armin Laschet,5efa5b53-ada6-486e-8b66-4c6330a71ea7.png,1.0128556267955595,Facenet512,euclidean_l2,2.0,Armin Laschet,armin_laschet
1208,003fc2c8-8701-47fd-9b30-daf0cedac1ec,armin_laschet/2021-09-25_12-43-21_UTC_3.jpg,Armin Laschet,c1a12a4c-30ca-47ec-b1c5-11409ded5262.png,0.6816285701133984,Facenet512,euclidean_l2,40.0,Armin Laschet,armin_laschet
1216,09d7c02d-35c8-4994-89bb-a2429d1b0941,armin_laschet/2021-09-23_08-01-29_UTC.jpg,Armin Laschet,b95e4651-bf56-4f12-8d9c-4defe1aef9b0.png,0.4145873892229396,Facenet512,euclidean_l2,38.0,Armin Laschet,armin_laschet
1217,c6d80c20-0813-4022-86ad-8279d02a5739,armin_laschet/2021-09-21_11-03-21_UTC_1.jpg,Armin Laschet,7cdeee40-f222-4b03-a819-4db32fc47d20.png,0.587584798374197,Facenet512,euclidean_l2,40.0,Armin Laschet,armin_laschet
1227,618ea7ec-e794-4a14-8a01-0ec9fafe104e,armin_laschet/2021-09-22_14-55-06_UTC_5.jpg,Armin Laschet,,,,,,Unknown,armin_laschet
1234,68d2782e-bc39-470e-b5c6-54cd7ef0b98a,spdde/2021-09-19_18-50-21_UTC.jpg,Olaf Scholz,e1ab3325-0777-4d5b-8146-cbfa9ed3ffc2.png,0.2716630654280496,Facenet512,euclidean_l2,38.0,Olaf Scholz,spdde
1238,ebe9f6c0-b334-49a8-b5a1-85cfc6ea0aee,spdde/2021-09-18_14-42-04_UTC_3.jpg,Olaf Scholz,91d6fa25-3671-4110-8beb-1c3296cdf4d0.png,0.5117950186859463,Facenet512,euclidean_l2,40.0,Olaf Scholz,spdde
1241,05250813-04eb-43a1-aaa2-3c7b3e23307b,spdde/2021-09-12_19-33-17_UTC.jpg,Olaf Scholz,04a53ef1-618b-4c9c-97a8-a1187a75c05c.png,0.2690967947334159,Facenet512,euclidean_l2,38.0,Olaf Scholz,spdde
1242,dbd0c6f6-13e6-40ef-9a95-c083bbdb6b5c,spdde/2021-09-15_11-00-56_UTC.jpg,Olaf Scholz,91d6fa25-3671-4110-8beb-1c3296cdf4d0.png,0.4805976694490683,Facenet512,euclidean_l2,40.0,Olaf Scholz,spdde
1246,5af38b45-fa6b-4bf3-a749-12e289659e73,spdde/2021-09-14_18-00-57_UTC_4.jpg,Olaf Scholz,fb89d12e-d3a5-48c2-b506-eca8454e847b.png,0.4316553437240892,Facenet512,euclidean_l2,40.0,Olaf Scholz,spdde
1248,04414e89-58d6-4ae6-9845-30fc0ef46323,armin_laschet/2021-09-15_09-28-48_UTC_3.jpg,Armin Laschet,cc6b3530-cd71-4500-a5fe-d868c449b8d1.png,0.653891380792454,Facenet512,euclidean_l2,40.0,Armin Laschet,armin_laschet
1286,44c5ea4f-0659-47bf-ba84-f56f475448b5,armin_laschet/2021-09-22_09-18-33_UTC_1.jpg,Armin Laschet,1f347af9-a36f-4727-923b-4c1a1e934ab9.png,0.9184651058993548,Facenet512,euclidean_l2,22.0,Armin Laschet,armin_laschet
1358,1f90900c-e72b-4c5f-b186-c76bb792fef8,armin_laschet/2021-09-18_19-12-07_UTC_1.jpg,Armin Laschet,,,,,,Unknown,armin_laschet
1367,1f51e30a-2df5-46d9-9b70-917368d7de98,fdp/2021-09-17_11-01-04_UTC.jpg,Christian Lindner,aba5bb44-8485-4f0d-9b60-c596194fa33b.png,0.5202839843901679,Facenet512,euclidean_l2,20.0,Christian Lindner,fdp
1368,9eb6bca7-7de4-435b-bc9c-f604877a1cf4,fdp/2021-09-23_07-01-25_UTC.jpg,Christian Lindner,510f4815-9191-4558-aab2-b98e5cb8f643.png,0.5306321013652995,Facenet512,euclidean_l2,20.0,Christian Lindner,fdp
1369,3fd2dc39-5ab8-4fd3-8b60-41c85cc2d8ae,fdp/2021-09-23_13-15-04_UTC.jpg,Christian Lindner,cebfea5f-bce7-498c-9d1a-5b80c9e97361.png,0.795499440936838,Facenet512,euclidean_l2,18.0,Christian Lindner,fdp
1370,30a6c23c-74d8-4f58-b015-d81ea84fa415,fdp/2021-09-14_11-01-16_UTC.jpg,Christian Lindner,3e230648-0328-4861-ada8-f718b0287f5e.png,0.6916010816444524,Facenet512,euclidean_l2,20.0,Christian Lindner,fdp
1371,cc8d065e-bb1c-4af2-8d05-193a113c46ff,fdp/2021-09-25_09-01-43_UTC.jpg,Christian Lindner,3e230648-0328-4861-ada8-f718b0287f5e.png,0.9020019034792768,Facenet512,euclidean_l2,10.0,Christian Lindner,fdp
1374,702bf7e8-36fb-4f4f-ac2d-3b0c379ee1e2,fdp/2021-09-22_15-59-21_UTC.jpg,Christian Lindner,aba5bb44-8485-4f0d-9b60-c596194fa33b.png,0.6621471892176208,Facenet512,euclidean_l2,14.0,Christian Lindner,fdp
1375,c176fd12-97ea-4b67-895d-ed622a888a70,armin_laschet/2021-09-20_14-38-01_UTC.jpg,Armin Laschet,1e103923-022b-4d3f-a32e-e9c848a00e70.png,0.7020739215045187,Facenet512,euclidean_l2,40.0,Armin Laschet,armin_laschet
1378,c198fc73-f0f2-4e0e-bc4a-8d58f8630eec,fdp/2021-09-21_13-31-22_UTC.jpg,Christian Lindner,d9fbc863-1aed-44af-8419-b4d18c9b5d48.png,0.7999888355518122,Facenet512,euclidean_l2,18.0,Christian Lindner,fdp
1379,07ca94b1-99db-456b-a34f-cc81d2ed712b,fdp/2021-09-12_09-38-30_UTC.jpg,Christian Lindner,aba5bb44-8485-4f0d-9b60-c596194fa33b.png,0.9339141116953704,Facenet512,euclidean_l2,8.0,Christian Lindner,fdp
1381,50e18d6c-736f-43a6-afce-90b0f8d47b01,fdp/2021-09-23_18-56-37_UTC.jpg,Christian Lindner,3e230648-0328-4861-ada8-f718b0287f5e.png,0.2355713879846256,Facenet512,euclidean_l2,20.0,Christian Lindner,fdp
1382,c5aed92f-a0e7-4d74-9175-9c2bf64f435e,fdp/2021-09-12_12-01-02_UTC.jpg,Christian Lindner,aba5bb44-8485-4f0d-9b60-c596194fa33b.png,0.4402441809532161,Facenet512,euclidean_l2,20.0,Christian Lindner,fdp
1384,dd82f86e-b17c-438d-bf2c-4ea7e872fdc2,fdp/2021-09-19_12-52-45_UTC.jpg,Christian Lindner,2384c946-7f3b-4280-8257-c73c1bb814b1.png,0.627930014526626,Facenet512,euclidean_l2,20.0,Christian Lindner,fdp
1397,d61d4d76-82b0-4b64-9fbf-c47d8e7a6337,armin_laschet/2021-09-24_20-50-28_UTC_4.jpg,Armin Laschet,c1a12a4c-30ca-47ec-b1c5-11409ded5262.png,0.4867576659488765,Facenet512,euclidean_l2,40.0,Armin Laschet,armin_laschet
1418,bf5db638-11b7-4278-bc8a-30fd449fe611,armin_laschet/2021-09-23_13-50-48_UTC_4.jpg,Armin Laschet,544c4dd7-ae0f-4d1e-825f-3d9e1eca7fd3.png,0.6545612760798065,Facenet512,euclidean_l2,38.0,Armin Laschet,armin_laschet
1453,e28e978d-4726-41d4-959a-dff7cca8fc05,armin_laschet/2021-09-24_18-27-21_UTC.jpg,Armin Laschet,d0e6d963-6d02-463b-a226-ce3f34b0fcc5.png,0.6417657031540224,Facenet512,euclidean_l2,34.0,Armin Laschet,armin_laschet
1486,3891e58a-d740-45d0-bed8-a0b6cb02b3d0,christianlindner/2021-09-17_19-33-56_UTC_1.jpg,Christian Lindner,aba5bb44-8485-4f0d-9b60-c596194fa33b.png,0.6749149262931277,Facenet512,euclidean_l2,20.0,Christian Lindner,christianlindner
1487,dd4cf437-959a-475f-a710-d39ea1a3ccea,christianlindner/2021-09-26_10-50-55_UTC_7.jpg,Christian Lindner,cebfea5f-bce7-498c-9d1a-5b80c9e97361.png,0.5865962881934476,Facenet512,euclidean_l2,20.0,Christian Lindner,christianlindner
1490,3ca82414-3df9-4ac0-bbf3-f231892e6cec,armin_laschet/2021-09-23_13-50-48_UTC_2.jpg,Armin Laschet,1f347af9-a36f-4727-923b-4c1a1e934ab9.png,0.9174001010197576,Facenet512,euclidean_l2,24.0,Armin Laschet,armin_laschet
1505,8761b002-1608-4c30-a387-a1b26838510e,christianlindner/2021-09-14_10-08-32_UTC.jpg,Christian Lindner,3e230648-0328-4861-ada8-f718b0287f5e.png,0.6048104364730067,Facenet512,euclidean_l2,20.0,Christian Lindner,christianlindner
1508,0e3d531f-d87c-4cbe-9774-4c2fb0381586,christianlindner/2021-09-26_10-50-55_UTC_3.jpg,Christian Lindner,,,,,,Unknown,christianlindner
1530,75575323-cb99-4d30-9b1c-fd97a3326888,christianlindner/2021-09-26_10-50-55_UTC_4.jpg,Christian Lindner,cebfea5f-bce7-498c-9d1a-5b80c9e97361.png,0.8175990261660459,Facenet512,euclidean_l2,12.0,Christian Lindner,christianlindner
1546,34fc237d-ef45-4a2d-b3d1-1a439cb7d909,christianlindner/2021-09-23_17-53-41_UTC.jpg,Christian Lindner,lindner_christian_gross.jpeg,0.5982948926886442,Facenet512,euclidean_l2,20.0,Christian Lindner,christianlindner
1547,f6bc7882-4bc6-4698-8a46-727e9ec6d99e,christianlindner/2021-09-26_10-04-07_UTC.jpg,Christian Lindner,aba5bb44-8485-4f0d-9b60-c596194fa33b.png,0.6424931572913501,Facenet512,euclidean_l2,20.0,Christian Lindner,christianlindner
1551,77bd0116-ed35-4fd1-8c9e-67436ee2709d,christianlindner/2021-09-26_17-24-53_UTC_2.jpg,Christian Lindner,3e230648-0328-4861-ada8-f718b0287f5e.png,0.7170117752483783,Facenet512,euclidean_l2,18.0,Christian Lindner,christianlindner
1585,dd4dfb46-f23f-49b7-8e0e-eea3128ed2ea,christianlindner/2021-09-15_18-37-22_UTC_1.jpg,Christian Lindner,,,,,,Unknown,christianlindner
1630,83fcbdea-69cd-4ae0-9a34-5efdc6d136f0,christianlindner/2021-09-15_18-37-22_UTC_6.jpg,Christian Lindner,,,,,,Unknown,christianlindner
1704,c6eaf124-36cf-4d90-aee1-1b94b864c975,armin_laschet/2021-09-23_13-50-48_UTC_1.jpg,Armin Laschet,9c3a43b8-03a7-453c-a980-1c4523abd5f3.png,0.6767504270922275,Facenet512,euclidean_l2,40.0,Armin Laschet,armin_laschet
1717,a3d87b8a-e427-4091-ac47-587e49bccf54,armin_laschet/2021-09-18_19-12-07_UTC_4.jpg,Armin Laschet,c0c7aedd-97dc-4394-8336-f812c19fc1a2.png,0.6357058203423439,Facenet512,euclidean_l2,28.0,Armin Laschet,armin_laschet
1718,ba7c04a9-eadb-40b0-9f57-90469eabba25,armin_laschet/2021-09-18_19-12-07_UTC_4.jpg,Armin Laschet,c1a12a4c-30ca-47ec-b1c5-11409ded5262.png,0.8578974927190218,Facenet512,euclidean_l2,36.0,Armin Laschet,armin_laschet
1724,82532fe4-ff1e-493f-bc95-15ddaf95286a,armin_laschet/2021-09-18_19-12-07_UTC_4.jpg,Armin Laschet,cc6b3530-cd71-4500-a5fe-d868c449b8d1.png,0.6398493907214496,Facenet512,euclidean_l2,40.0,Armin Laschet,armin_laschet
1836,38553e5e-6e2a-440c-9ea2-485202ddd36f,christianlindner/2021-09-18_09-33-42_UTC.jpg,Christian Lindner,aba5bb44-8485-4f0d-9b60-c596194fa33b.png,0.6758297450918279,Facenet512,euclidean_l2,20.0,Christian Lindner,christianlindner
1837,1b3476d9-a1ad-4f61-83f5-2862974a0d0a,christianlindner/2021-09-13_10-08-20_UTC_1.jpg,Christian Lindner,aba5bb44-8485-4f0d-9b60-c596194fa33b.png,0.7511800289712736,Facenet512,euclidean_l2,18.0,Christian Lindner,christianlindner
1878,29b4f435-a4a7-4fe1-8860-92ee92234419,christianlindner/2021-09-16_18-15-11_UTC_2.jpg,Christian Lindner,2384c946-7f3b-4280-8257-c73c1bb814b1.png,0.7299683622968298,Facenet512,euclidean_l2,20.0,Christian Lindner,christianlindner
1904,d5709c09-7634-4ab3-b22d-e33967dd507d,christianlindner/2021-09-21_14-50-34_UTC_3.jpg,Christian Lindner,,,,,,Unknown,christianlindner
1906,bb5465a7-9cb3-4097-a2e9-323f0c182a5a,christianlindner/2021-09-16_18-15-11_UTC_3.jpg,Christian Lindner,3e230648-0328-4861-ada8-f718b0287f5e.png,0.5612638776001923,Facenet512,euclidean_l2,20.0,Christian Lindner,christianlindner
1939,88a5d2b9-cd3b-482c-b7fb-4afba0d0b556,christianlindner/2021-09-16_18-15-11_UTC_1.jpg,Christian Lindner,3e230648-0328-4861-ada8-f718b0287f5e.png,0.6655686800427547,Facenet512,euclidean_l2,20.0,Christian Lindner,christianlindner
1943,3c612ed4-df08-44eb-a957-92c2a695185b,christianlindner/2021-09-16_14-29-18_UTC_2.jpg,Christian Lindner,aba5bb44-8485-4f0d-9b60-c596194fa33b.png,0.7003993367761452,Facenet512,euclidean_l2,20.0,Christian Lindner,christianlindner
1944,c6740102-0b5b-436e-b163-4b6a4d6234ad,christianlindner/2021-09-24_11-49-38_UTC.jpg,Christian Lindner,cebfea5f-bce7-498c-9d1a-5b80c9e97361.png,0.620958973966629,Facenet512,euclidean_l2,20.0,Christian Lindner,christianlindner
1945,86b34804-3984-4c67-84be-7076806db683,christianlindner/2021-09-17_08-03-58_UTC.jpg,Christian Lindner,aba5bb44-8485-4f0d-9b60-c596194fa33b.png,0.5604477680205313,Facenet512,euclidean_l2,20.0,Christian Lindner,christianlindner
1966,33db0188-3544-4260-a0bf-d7dc1873139d,christianlindner/2021-09-21_14-50-34_UTC_1.jpg,Christian Lindner,3e230648-0328-4861-ada8-f718b0287f5e.png,0.5470720689662211,Facenet512,euclidean_l2,20.0,Christian Lindner,christianlindner
1996,b311ca6c-1c38-4e53-a308-30215fa15cea,christianlindner/2021-09-21_19-30-47_UTC_4.jpg,Christian Lindner,,,,,,Unknown,christianlindner
2012,775f2193-2901-45ce-8a8c-3d1b78ea8fd2,armin_laschet/2021-09-13_17-02-10_UTC_1.jpg,Armin Laschet,,,,,,Unknown,armin_laschet
2018,1980dbc4-8cbc-4454-bbab-3e9dd6e35a13,christianlindner/2021-09-13_10-08-20_UTC_3.jpg,Christian Lindner,aba5bb44-8485-4f0d-9b60-c596194fa33b.png,0.5755552716838052,Facenet512,euclidean_l2,20.0,Christian Lindner,christianlindner
2028,a00eb6cd-a86b-4123-9aa3-1d0d88d6104c,christianlindner/2021-09-13_10-08-20_UTC_2.jpg,Christian Lindner,,,,,,Unknown,christianlindner
2052,0d3f535e-afe3-4d62-826f-edc8784ba3e0,christianlindner/2021-09-17_19-33-56_UTC_7.jpg,Christian Lindner,,,,,,Unknown,christianlindner
2054,b8373e9a-805f-49fa-b90f-e178e63e63b4,christianlindner/2021-09-15_18-37-22_UTC_3.jpg,Christian Lindner,4d32419b-d5b0-4859-a7a1-b12c0e217203.png,0.5911794075719796,Facenet512,euclidean_l2,20.0,Christian Lindner,christianlindner
2057,5d66dd33-5072-4a41-b9a9-5ab68290028c,christianlindner/2021-09-24_14-03-00_UTC_2.jpg,Christian Lindner,4d32419b-d5b0-4859-a7a1-b12c0e217203.png,0.6071211348067059,Facenet512,euclidean_l2,20.0,Christian Lindner,christianlindner
2060,e2920ecc-230f-459f-bb89-728ae2563d25,christianlindner/2021-09-17_19-33-56_UTC_3.jpg,Christian Lindner,510f4815-9191-4558-aab2-b98e5cb8f643.png,0.6787444283991462,Facenet512,euclidean_l2,20.0,Christian Lindner,christianlindner
2071,323a6bd6-b882-4d4a-b6c2-e607cf78630d,christianlindner/2021-09-16_14-29-18_UTC_1.jpg,Christian Lindner,2384c946-7f3b-4280-8257-c73c1bb814b1.png,0.945415940773802,Facenet512,euclidean_l2,10.0,Christian Lindner,christianlindner
2074,36eda179-7ff5-434c-8aae-0a1f525408be,christianlindner/2021-09-21_19-30-47_UTC_5.jpg,Christian Lindner,,,,,,Unknown,christianlindner
2079,c2081500-276d-4310-b4c1-4139009b0147,armin_laschet/2021-09-20_14-07-14_UTC_2.jpg,Armin Laschet,d0e6d963-6d02-463b-a226-ce3f34b0fcc5.png,0.5475777873141172,Facenet512,euclidean_l2,40.0,Armin Laschet,armin_laschet
2080,dd836d77-e68c-43e9-9396-37b712bae44b,christianlindner/2021-09-24_14-03-00_UTC_1.jpg,Christian Lindner,4d32419b-d5b0-4859-a7a1-b12c0e217203.png,0.5630712623216113,Facenet512,euclidean_l2,20.0,Christian Lindner,christianlindner
2081,6dfb85d9-0d1c-4e24-8f2d-b7f032aa1198,christianlindner/2021-09-16_07-47-54_UTC.jpg,Christian Lindner,,,,,,Unknown,christianlindner
2087,383f1fdd-6576-4fc2-97b5-2f6bac672b43,christianlindner/2021-09-17_16-42-20_UTC_1.jpg,Christian Lindner,aba5bb44-8485-4f0d-9b60-c596194fa33b.png,0.5302021437090177,Facenet512,euclidean_l2,20.0,Christian Lindner,christianlindner
2117,ccf12876-dfab-4d7a-afd3-81f0abba03a4,christianlindner/2021-09-24_07-02-09_UTC.jpg,Christian Lindner,aba5bb44-8485-4f0d-9b60-c596194fa33b.png,0.5839607467889882,Facenet512,euclidean_l2,20.0,Christian Lindner,christianlindner
2123,76e9287c-fd64-4b14-aead-5275e23892d8,christianlindner/2021-09-22_08-40-29_UTC.jpg,Christian Lindner,4d32419b-d5b0-4859-a7a1-b12c0e217203.png,0.7471321543382828,Facenet512,euclidean_l2,16.0,Christian Lindner,christianlindner
2129,9c9725e1-a8bb-4caa-b70a-4d497f0481e7,christianlindner/2021-09-22_20-20-19_UTC_1.jpg,Christian Lindner,2384c946-7f3b-4280-8257-c73c1bb814b1.png,0.9723191951351168,Facenet512,euclidean_l2,12.0,Christian Lindner,christianlindner
2189,9902a54f-7088-45fc-a749-c1e786be409d,christianlindner/2021-09-15_18-37-22_UTC_2.jpg,Christian Lindner,,,,,,Unknown,christianlindner
2190,890951ed-e1f0-4bab-9562-8a886fcfb5b5,christianlindner/2021-09-19_18-12-56_UTC_1.jpg,Christian Lindner,aba5bb44-8485-4f0d-9b60-c596194fa33b.png,0.6653305470820129,Facenet512,euclidean_l2,20.0,Christian Lindner,christianlindner
2201,5f235c24-75b5-43c8-ae4e-f2c13e2ccd4c,christianlindner/2021-09-17_13-01-40_UTC.jpg,Christian Lindner,510f4815-9191-4558-aab2-b98e5cb8f643.png,0.3989840952614701,Facenet512,euclidean_l2,20.0,Christian Lindner,christianlindner
2204,f0c8f1ec-1a01-4f6e-a5ea-914ca91b3807,armin_laschet/2021-09-13_17-02-10_UTC_3.jpg,Armin Laschet,5efa5b53-ada6-486e-8b66-4c6330a71ea7.png,0.73718134209523,Facenet512,euclidean_l2,36.0,Armin Laschet,armin_laschet
2216,3008dfdd-ffbd-4f86-b1b4-e95aa0e9c1e3,christianlindner/2021-09-20_07-51-26_UTC.jpg,Christian Lindner,d9fbc863-1aed-44af-8419-b4d18c9b5d48.png,0.9010201864892408,Facenet512,euclidean_l2,12.0,Christian Lindner,christianlindner
2219,60dc2c65-a41b-45c9-a76a-1678529ae3c2,christianlindner/2021-09-21_08-12-35_UTC.jpg,Christian Lindner,aba5bb44-8485-4f0d-9b60-c596194fa33b.png,0.6689467744226587,Facenet512,euclidean_l2,20.0,Christian Lindner,christianlindner
2222,5f536161-34a0-473c-a2f9-497c43d2941c,christianlindner/2021-09-17_19-33-56_UTC_6.jpg,Christian Lindner,,,,,,Unknown,christianlindner
2253,fd24a4a4-9af5-4d92-82d5-dff991bc4e6c,christianlindner/2021-09-23_09-38-13_UTC.jpg,Christian Lindner,d9fbc863-1aed-44af-8419-b4d18c9b5d48.png,0.896902485285129,Facenet512,euclidean_l2,12.0,Christian Lindner,christianlindner
2347,c471744a-d229-4f42-94d3-9e566da23871,christianlindner/2021-09-26_10-50-55_UTC_5.jpg,Christian Lindner,,,,,,Unknown,christianlindner
2366,9eab7bcc-9f1a-4a37-b238-249d74c22834,christianlindner/2021-09-21_19-30-47_UTC_1.jpg,Christian Lindner,,,,,,Unknown,christianlindner
2369,8c231c5a-fa55-4b01-9388-8d2dfdfc7b2d,christianlindner/2021-09-19_15-17-46_UTC_2.jpg,Christian Lindner,b2b81709-caad-45cc-b632-78901d5ab389.png,0.9971610847869644,Facenet512,euclidean_l2,2.0,Christian Lindner,christianlindner
2376,ca3c01f3-cb8e-4c0e-8803-1277687c126e,christianlindner/2021-09-19_15-17-46_UTC_3.jpg,Christian Lindner,4d32419b-d5b0-4859-a7a1-b12c0e217203.png,0.6230233110448334,Facenet512,euclidean_l2,20.0,Christian Lindner,christianlindner
2394,2a5bd6ea-11a0-468e-bd38-c3e093da937b,christianlindner/2021-09-21_14-50-34_UTC_2.jpg,Christian Lindner,,,,,,Unknown,christianlindner
2398,62fcf14d-99e8-4d67-85b9-9da646b58d05,armin_laschet/2021-09-15_09-28-48_UTC_2.jpg,Armin Laschet,d0e6d963-6d02-463b-a226-ce3f34b0fcc5.png,0.5264543575243593,Facenet512,euclidean_l2,40.0,Armin Laschet,armin_laschet
2465,d1a15b17-16a5-45ac-8f8e-5b93f87dc4ff,christianlindner/2021-09-26_17-24-53_UTC_1.jpg,Christian Lindner,d9fbc863-1aed-44af-8419-b4d18c9b5d48.png,1.034927608549759,Facenet512,euclidean_l2,2.0,Christian Lindner,christianlindner
2469,aef76f80-3453-49fa-a555-2e2e9aa89091,christianlindner/2021-09-17_19-33-56_UTC_2.jpg,Christian Lindner,b2b81709-caad-45cc-b632-78901d5ab389.png,0.9226753219579934,Facenet512,euclidean_l2,18.0,Christian Lindner,christianlindner
2471,52f9c618-a6b6-439f-aae2-dcab64534163,christianlindner/2021-09-15_18-37-22_UTC_4.jpg,Christian Lindner,,,,,,Unknown,christianlindner
2484,6054404d-6a3b-4d3f-a59e-cd023e24ebc2,christianlindner/2021-09-17_19-33-56_UTC_4.jpg,Christian Lindner,d9fbc863-1aed-44af-8419-b4d18c9b5d48.png,0.6751942247185999,Facenet512,euclidean_l2,20.0,Christian Lindner,christianlindner
2492,da9083b7-7675-4a33-a9d8-573a5d7c7667,armin_laschet/2021-09-12_20-15-07_UTC.jpg,Armin Laschet,80b6f539-47d0-408e-8a0b-aadcffe513a5.png,0.5141995893374322,Facenet512,euclidean_l2,40.0,Armin Laschet,armin_laschet
2515,f2b4e480-786a-4f4f-a137-ac81ac1b3eee,armin_laschet/2021-09-24_13-34-04_UTC_3.jpg,Armin Laschet,b95e4651-bf56-4f12-8d9c-4defe1aef9b0.png,0.5810312478679357,Facenet512,euclidean_l2,40.0,Armin Laschet,armin_laschet
2534,4dd65dcb-b72f-43f7-be2e-8f59290b7e1a,armin_laschet/2021-09-17_12-59-07_UTC_5.jpg,Armin Laschet,5efa5b53-ada6-486e-8b66-4c6330a71ea7.png,0.6241876945249811,Facenet512,euclidean_l2,40.0,Armin Laschet,armin_laschet
2559,93b19a4a-5bee-414a-a3cf-be29e6974d52,die_gruenen/2021-09-12_08-27-20_UTC.jpg,Annalena Baerbock,7bd1824e-e163-4963-9f53-3063e9dcc721.png,0.3059444662196297,Facenet512,euclidean_l2,26.0,Annalena Baerbock,die_gruenen
2560,6ebb956d-3dfd-4853-b173-13340e3afcb9,die_gruenen/2021-09-24_16-22-56_UTC.jpg,Annalena Baerbock,7043f13e-1c39-4e44-97a1-5130e364ed41.png,0.5751375202140737,Facenet512,euclidean_l2,26.0,Annalena Baerbock,die_gruenen
2562,61d4addb-01f0-4744-9670-1ad12be5e31b,armin_laschet/2021-09-26_23-29-21_UTC_1.jpg,Armin Laschet,c0c7aedd-97dc-4394-8336-f812c19fc1a2.png,0.6868313964570278,Facenet512,euclidean_l2,40.0,Armin Laschet,armin_laschet
2577,78decf2c-0395-4276-91af-391c7033bd96,die_gruenen/2021-09-22_09-47-57_UTC.jpg,Annalena Baerbock,9a8aa257-6928-4d20-bb76-b003078f551d.png,0.550556534228074,Facenet512,euclidean_l2,26.0,Annalena Baerbock,die_gruenen
2582,d15431f2-84ff-4e4c-bc71-cbdbe6ca2954,die_gruenen/2021-09-25_09-13-34_UTC.jpg,Annalena Baerbock,b5ea8be6-69b9-4fdb-8813-88f307903fb4.png,0.759714352744367,Facenet512,euclidean_l2,26.0,Annalena Baerbock,die_gruenen
2589,22f7d6a3-b94b-449a-9bdb-821930ec4826,die_gruenen/2021-09-26_17-47-12_UTC.jpg,Annalena Baerbock,8ecf25a6-4fe7-4768-ab40-bbf7ce516bd2.png,0.5562278916772889,Facenet512,euclidean_l2,26.0,Annalena Baerbock,die_gruenen
2592,eff083bd-6c51-47fc-8524-ade37e9c059f,die_gruenen/2021-09-19_12-05-44_UTC.jpg,Annalena Baerbock,b5ea8be6-69b9-4fdb-8813-88f307903fb4.png,0.369838800850309,Facenet512,euclidean_l2,26.0,Annalena Baerbock,die_gruenen
2594,05877f76-f358-4414-b00c-da687b723fcb,armin_laschet/2021-09-25_12-43-21_UTC_5.jpg,Armin Laschet,,,,,,Unknown,armin_laschet
