image,11926,11478,11766,9368,11835,9754,11909,11802
fw_bayern_24-09-2021_00:00_image5.jpeg,,,,,,,,
fw_bayern_24-09-2021_00:00_image5.jpeg,,,,,,,,
fw_bayern_24-09-2021_00:00_image5.jpeg,,,,,,,,
fw_bayern_24-09-2021_00:00_image5.jpeg,,,,,,,,
fw_bayern_24-09-2021_00:00_image5.jpeg,,,,,,,,
fw_bayern_24-09-2021_00:00_image5.jpeg,,,,,,,,
fw_bayern_24-09-2021_00:00_image5.jpeg,,,,,,,,
fw_bayern_24-09-2021_00:00_image5.jpeg,,,,,,,,
spdde_18-09-2021_00:00_video6.jpeg,,,,,,,,
spdde_18-09-2021_00:00_video6.jpeg,,,,,,,,
spdde_18-09-2021_00:00_video6.jpeg,,,,,,,,
spdde_18-09-2021_00:00_video6.jpeg,,,,,,,,
spdde_18-09-2021_00:00_video6.jpeg,,,,,,,,
robert.habeck_17-09-2021_00:00_image0.jpeg,,,,,,,,
robert.habeck_17-09-2021_00:00_image0.jpeg,,,,,,,,
robert.habeck_17-09-2021_00:00_image0.jpeg,,,,,,,,
robert.habeck_17-09-2021_00:00_image0.jpeg,,,,,,,,
robert.habeck_17-09-2021_00:00_image0.jpeg,,,,,,,,
christianlindner_20-09-2021_00:00_video0.jpeg,,,,,,,,
afd.bund_17-09-2021_00:00_video11.jpeg,,,,,,,,
olafscholz_22-09-2021_00:00_video4.jpeg,,,,,,,,
olafscholz_22-09-2021_00:00_video4.jpeg,,,,,,,,
olafscholz_22-09-2021_00:00_video4.jpeg,,,,,,,,
olafscholz_22-09-2021_00:00_video4.jpeg,,,,,,,,
olafscholz_22-09-2021_00:00_video4.jpeg,,,,,,,,
abaerbock_25-09-2021_00:00_image5.jpeg,,,,,,,,
abaerbock_25-09-2021_00:00_image5.jpeg,,,,,,,,
nicola_beer_21-09-2021_00:00_image1.jpeg,,,,,,,,
nicola_beer_21-09-2021_00:00_image1.jpeg,,,,,,,,
nicola_beer_21-09-2021_00:00_image1.jpeg,,,Nicola Beer,Nicola Beer,,,,
nicola_beer_21-09-2021_00:00_image1.jpeg,,,,,,,,
afd.bund_13-09-2021_00:00_image6.jpeg,,,,,,,,
afd.bund_13-09-2021_00:00_image6.jpeg,,,,,,,,
afd.bund_13-09-2021_00:00_image6.jpeg,,,Alice Weidel,Alice Weidel,,,,
fw_bayern_14-09-2021_00:00_video0.jpeg,,,,,,,,
christlichsozialeunion_23-09-2021_00:00_image4.jpeg,,,,,,,,
cdu_13-09-2021_00:00_image3.jpeg,,,,,,,,
cdu_13-09-2021_00:00_image3.jpeg,,,,,,,,
cdu_13-09-2021_00:00_image3.jpeg,,,,,,,,
cdu_13-09-2021_00:00_image3.jpeg,,,,,,,,
cdu_13-09-2021_00:00_image3.jpeg,,,,,,,,
cdu_13-09-2021_00:00_image3.jpeg,,,,,,,,
cdu_13-09-2021_00:00_image3.jpeg,,,,,,,,
cdu_13-09-2021_00:00_image3.jpeg,,,,,,,,
cdu_13-09-2021_00:00_image3.jpeg,,,,,,,,
cdu_13-09-2021_00:00_image3.jpeg,,,,,,,,
cdu_13-09-2021_00:00_image3.jpeg,,,,,,,,
cdu_13-09-2021_00:00_image3.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image0.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image0.jpeg,,,Armin Laschet,Armin Laschet,,,,
armin_laschet_19-09-2021_00:00_image2.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image2.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image2.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image2.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image2.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image2.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image2.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image2.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image2.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image2.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image2.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image2.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image2.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image2.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image2.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image2.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image2.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image2.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image2.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image2.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image2.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image2.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image2.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image2.jpeg,,,,,,,,
armin_laschet_19-09-2021_00:00_image2.jpeg,,,,,,,,
robert.habeck_23-09-2021_00:00_image4.jpeg,,,,,,,,
robert.habeck_23-09-2021_00:00_image4.jpeg,,,,,,,,
robert.habeck_23-09-2021_00:00_image4.jpeg,,,,,,,,
robert.habeck_23-09-2021_00:00_image4.jpeg,,,,,,,,
robert.habeck_23-09-2021_00:00_image4.jpeg,,,,,,,,
robert.habeck_23-09-2021_00:00_image4.jpeg,,,,,,,,
robert.habeck_23-09-2021_00:00_image4.jpeg,,,,,,,,
robert.habeck_23-09-2021_00:00_image4.jpeg,,,,,,,,
robert.habeck_23-09-2021_00:00_image4.jpeg,,,,,,,,
christlichsozialeunion_17-09-2021_00:00_video1.jpeg,,,,,,,,
cdu_23-09-2021_00:00_video4.jpeg,,,,,,,,
cdu_23-09-2021_00:00_video4.jpeg,,,Armin Laschet,,,,,
cdu_23-09-2021_00:00_video4.jpeg,,,,,,,,
cdu_23-09-2021_00:00_video4.jpeg,,,,,,,,
cdu_23-09-2021_00:00_video4.jpeg,,,,,,,,
die_gruenen_13-09-2021_00:00_image5.jpeg,,,,,,,,
die_gruenen_13-09-2021_00:00_image5.jpeg,,,Annalena Baerbock,Annalena Baerbock,,,,
die_gruenen_13-09-2021_00:00_image5.jpeg,,,,,,,,
die_gruenen_13-09-2021_00:00_image5.jpeg,,,Armin Laschet,Armin Laschet,,,,
die_gruenen_13-09-2021_00:00_image5.jpeg,,,,,,,,
die_gruenen_13-09-2021_00:00_image5.jpeg,,,Olaf Scholz,Olaf Scholz,,,,
nicola_beer_20-09-2021_00:00_image6.jpeg,,,,,,,,
nicola_beer_20-09-2021_00:00_image6.jpeg,,,Nicola Beer,Nicola Beer,,,,
nicola_beer_20-09-2021_00:00_image6.jpeg,,,,,,,,
nicola_beer_20-09-2021_00:00_image6.jpeg,,,Nicola Beer,Nicola Beer,,,,
abaerbock_21-09-2021_00:00_image13.jpeg,,,,,,,,
abaerbock_21-09-2021_00:00_image13.jpeg,,,,,,,,
abaerbock_21-09-2021_00:00_image13.jpeg,,,,,,,,
abaerbock_21-09-2021_00:00_image13.jpeg,,,,,,,,
abaerbock_21-09-2021_00:00_image13.jpeg,,,,,,,,
fw_bayern_19-09-2021_00:00_video7.jpeg,,,,,,,,
fw_bayern_19-09-2021_00:00_video7.jpeg,,,,,,,,
fw_bayern_19-09-2021_00:00_video7.jpeg,,,,,,,,
fw_bayern_19-09-2021_00:00_video7.jpeg,,,,,,,,
fw_bayern_19-09-2021_00:00_video7.jpeg,,,,,,,,
fw_bayern_19-09-2021_00:00_video7.jpeg,,,,,,,,
fw_bayern_19-09-2021_00:00_video7.jpeg,,,,,,,,
armin_laschet_23-09-2021_00:00_video1.jpeg,,,,,,,,
armin_laschet_23-09-2021_00:00_video1.jpeg,,,,,,,,
armin_laschet_20-09-2021_00:00_image3.jpeg,,,,,,,,
armin_laschet_20-09-2021_00:00_image3.jpeg,,,Armin Laschet,Armin Laschet,,,,
armin_laschet_20-09-2021_00:00_image3.jpeg,,,,,,,,
armin_laschet_20-09-2021_00:00_image3.jpeg,,,Armin Laschet,Armin Laschet,,,,
armin_laschet_21-09-2021_00:00_video0.jpeg,,,,,,,,
armin_laschet_21-09-2021_00:00_video0.jpeg,,,Armin Laschet,Armin Laschet,,,,
armin_laschet_22-09-2021_00:00_video12.jpeg,,,,,,,,
armin_laschet_22-09-2021_00:00_video12.jpeg,,,,,,,,
armin_laschet_22-09-2021_00:00_video12.jpeg,,,,,,,,
armin_laschet_22-09-2021_00:00_video12.jpeg,,,,,,,,
armin_laschet_22-09-2021_00:00_video12.jpeg,,,,,,,,
armin_laschet_22-09-2021_00:00_video12.jpeg,,,,,,,,
armin_laschet_22-09-2021_00:00_video12.jpeg,,,Armin Laschet,,,,,
cdu_13-09-2021_00:00_video0.jpeg,,,,,,,,
cdu_13-09-2021_00:00_video0.jpeg,,,Armin Laschet,Armin Laschet,,,,
cdu_13-09-2021_00:00_video0.jpeg,,,,,,,,
cdu_13-09-2021_00:00_video0.jpeg,,,Armin Laschet,Armin Laschet,,,,
spdde_20-09-2021_00:00_image10.jpeg,,,,,,,,
cdu_13-09-2021_00:00_image2.jpeg,,,,,,,,
christlichsozialeunion_17-09-2021_00:00_video5.jpeg,,,,,,,,
afd.bund_24-09-2021_00:00_video1.jpeg,,,,,,,,
cdu_13-09-2021_00:00_video7.jpeg,,,,,,,,
die_gruenen_25-09-2021_00:00_image4.jpeg,,,,,,,,
die_gruenen_25-09-2021_00:00_image4.jpeg,,,,,,,,
die_gruenen_25-09-2021_00:00_image4.jpeg,,,,,,,,
die_gruenen_25-09-2021_00:00_image4.jpeg,,,,,,,,
susanne_hennig_wellsow_25-09-2021_00:00_image1.jpeg,,,,,,,,
susanne_hennig_wellsow_25-09-2021_00:00_image1.jpeg,,,Susanne Hennig-Wellsow,Susanne Hennig-Wellsow,,,,
susanne_hennig_wellsow_25-09-2021_00:00_image1.jpeg,,,,,,,,
cdu_23-09-2021_00:00_image2.jpeg,,,,,,,,
cdu_23-09-2021_00:00_image2.jpeg,,,,,,,,
cdu_23-09-2021_00:00_image2.jpeg,,,,,,,,
cdu_23-09-2021_00:00_image2.jpeg,,,,,,,,
olafscholz_19-09-2021_00:00_video5.jpeg,,,,,,,,
olafscholz_19-09-2021_00:00_video5.jpeg,,,,,,,,
olafscholz_19-09-2021_00:00_video5.jpeg,,,,,,,,
olafscholz_19-09-2021_00:00_video5.jpeg,,,,,,,,
olafscholz_19-09-2021_00:00_video5.jpeg,,,,,,,,
olafscholz_19-09-2021_00:00_video5.jpeg,,,,,,,,
olafscholz_19-09-2021_00:00_video5.jpeg,,,Olaf Scholz,Olaf Scholz,,,,
olafscholz_19-09-2021_00:00_video5.jpeg,,,,,,,,
christlichsozialeunion_22-09-2021_00:00_video2.jpeg,,,,,,,,
fw_bayern_20-09-2021_00:00_image1.jpeg,,,,,,,,
fw_bayern_20-09-2021_00:00_image1.jpeg,,,,,,,,
fw_bayern_20-09-2021_00:00_image1.jpeg,,,,,,,,
nicola_beer_22-09-2021_00:00_image4.jpeg,,,,,,,,
nicola_beer_22-09-2021_00:00_image4.jpeg,,,Nicola Beer,Nicola Beer,,,,
robert.habeck_18-09-2021_00:00_video8.jpeg,,,,,,,,
robert.habeck_18-09-2021_00:00_video8.jpeg,,,,,,,,
robert.habeck_18-09-2021_00:00_video8.jpeg,,,,,,,,
christlichsozialeunion_16-09-2021_00:00_video15.jpeg,,,,,,,,
christlichsozialeunion_16-09-2021_00:00_video15.jpeg,,,Markus Söder,Markus Söder,,,,
engin_eroglu__16-09-2021_00:00_video3.jpeg,,,,,,,,
die_gruenen_25-09-2021_00:00_video16.jpeg,,,,,,,,
die_gruenen_25-09-2021_00:00_video16.jpeg,,,,,,,,
die_gruenen_25-09-2021_00:00_video16.jpeg,,,,,,,,
die_gruenen_25-09-2021_00:00_video16.jpeg,,,,,,,,
die_gruenen_25-09-2021_00:00_video16.jpeg,,,,,,,,
die_gruenen_25-09-2021_00:00_video16.jpeg,,,,,,,,
cdu_13-09-2021_00:00_video6.jpeg,,,,,,,,
cdu_13-09-2021_00:00_video6.jpeg,,,Armin Laschet,Armin Laschet,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_22-09-2021_00:00_video0.jpeg,,,,,,,,
robert.habeck_22-09-2021_00:00_video0.jpeg,,,Robert Habeck,Robert Habeck,,,,
cdu_13-09-2021_00:00_video1.jpeg,,,,,,,,
cdu_13-09-2021_00:00_video1.jpeg,,,,,,,,
cdu_13-09-2021_00:00_video1.jpeg,,,Armin Laschet,,,,,
cdu_13-09-2021_00:00_video1.jpeg,,,,,,,,
cdu_25-09-2021_00:00_video4.jpeg,,,,,,,,
cdu_25-09-2021_00:00_video4.jpeg,,,,,,,,
cdu_25-09-2021_00:00_video4.jpeg,,,,,,,,
cdu_25-09-2021_00:00_video4.jpeg,,,,,,,,
cdu_25-09-2021_00:00_video4.jpeg,,,,,,,,
christlichsozialeunion_13-09-2021_00:00_video3.jpeg,,,,,,,,
christlichsozialeunion_13-09-2021_00:00_video3.jpeg,,,Markus Söder,Markus Söder,,,,
christlichsozialeunion_13-09-2021_00:00_video3.jpeg,,,,,,,,
christlichsozialeunion_13-09-2021_00:00_video3.jpeg,,,,Markus Söder,,,,
nicola_beer_16-09-2021_00:00_image2.jpeg,,,,,,,,
nicola_beer_16-09-2021_00:00_image2.jpeg,,,Nicola Beer,Nicola Beer,,,,
armin_laschet_22-09-2021_00:00_video5.jpeg,,,,,,,,
armin_laschet_22-09-2021_00:00_video5.jpeg,,,,,,,,
spdde_26-09-2021_00:00_image1.jpeg,,,,,,,,
spdde_26-09-2021_00:00_image1.jpeg,,,Olaf Scholz,Olaf Scholz,,,,
spdde_26-09-2021_00:00_image1.jpeg,,,,,,,,
spdde_26-09-2021_00:00_image1.jpeg,,,,,,,,
spdde_26-09-2021_00:00_image1.jpeg,,,,,,,,
armin_laschet_23-09-2021_00:00_image4.jpeg,,,,,,,,
armin_laschet_23-09-2021_00:00_image4.jpeg,,,Armin Laschet,Armin Laschet,,,,
armin_laschet_23-09-2021_00:00_image4.jpeg,,,,,,,,
armin_laschet_23-09-2021_00:00_image4.jpeg,,,,,,,,
armin_laschet_23-09-2021_00:00_image4.jpeg,,,,,,,,
armin_laschet_23-09-2021_00:00_image3.jpeg,,,,,,,,
armin_laschet_23-09-2021_00:00_image3.jpeg,,,,,,,,
armin_laschet_23-09-2021_00:00_image3.jpeg,,,,,,,,
armin_laschet_23-09-2021_00:00_image3.jpeg,,,Armin Laschet,Armin Laschet,,,,
armin_laschet_23-09-2021_00:00_image3.jpeg,,,,,,,,
armin_laschet_23-09-2021_00:00_image3.jpeg,,,,,,,,
olafscholz_20-09-2021_00:00_video5.jpeg,,,,,,,,
olafscholz_20-09-2021_00:00_video5.jpeg,,,Olaf Scholz,Olaf Scholz,,,,
spdde_25-09-2021_00:00_image2.jpeg,,,,,,,,
robert.habeck_18-09-2021_00:00_video3.jpeg,,,,,,,,
robert.habeck_18-09-2021_00:00_video3.jpeg,,,,,,,,
robert.habeck_18-09-2021_00:00_video3.jpeg,,,Robert Habeck,Robert Habeck,,,,
robert.habeck_18-09-2021_00:00_video3.jpeg,,,,,,,,
robert.habeck_18-09-2021_00:00_video3.jpeg,,,,,,,,
afd.bund_21-09-2021_00:00_image3.jpeg,,,,,,,,
afd.bund_21-09-2021_00:00_image3.jpeg,,,Annalena Baerbock,Annalena Baerbock,,,,
afd.bund_21-09-2021_00:00_image3.jpeg,,,,,,,,
afd.bund_21-09-2021_00:00_image3.jpeg,,,Olaf Scholz,Olaf Scholz,,,,
afd.bund_21-09-2021_00:00_image3.jpeg,,,,,,,,
afd.bund_21-09-2021_00:00_image3.jpeg,,,Armin Laschet,Armin Laschet,,,,
spdde_14-09-2021_00:00_image3.jpeg,,,,,,,,
spdde_14-09-2021_00:00_image3.jpeg,,,Olaf Scholz,Olaf Scholz,,,,
spdde_14-09-2021_00:00_image3.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_video2.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_video2.jpeg,,,,,,,,
susanne_hennig_wellsow_24-09-2021_00:00_image0.jpeg,,,,,,,,
susanne_hennig_wellsow_24-09-2021_00:00_image0.jpeg,,,Susanne Hennig-Wellsow,,,,,
susanne_hennig_wellsow_24-09-2021_00:00_image0.jpeg,,,,,,,,
susanne_hennig_wellsow_24-09-2021_00:00_image0.jpeg,,,,,,,,
susanne_hennig_wellsow_24-09-2021_00:00_image0.jpeg,,,,,,,,
susanne_hennig_wellsow_24-09-2021_00:00_image0.jpeg,,,,,,,,
susanne_hennig_wellsow_24-09-2021_00:00_image0.jpeg,,,,,,,,
susanne_hennig_wellsow_24-09-2021_00:00_image0.jpeg,,,,,,,,
christlichsozialeunion_18-09-2021_00:00_video18.jpeg,,,,,,,,
christlichsozialeunion_18-09-2021_00:00_video18.jpeg,,,,,,,,
christlichsozialeunion_18-09-2021_00:00_video18.jpeg,,,,,,,,
christlichsozialeunion_18-09-2021_00:00_video18.jpeg,,,,,,,,
nicola_beer_20-09-2021_00:00_video6.jpeg,,,,,,,,
abaerbock_17-09-2021_00:00_image4.jpeg,,,,,,,,
abaerbock_17-09-2021_00:00_image4.jpeg,,,,,,,,
abaerbock_17-09-2021_00:00_image4.jpeg,,,,,,,,
abaerbock_17-09-2021_00:00_image4.jpeg,,,Annalena Baerbock,Annalena Baerbock,,,,
spdde_25-09-2021_00:00_image3.jpeg,,,,,,,,
spdde_25-09-2021_00:00_image3.jpeg,,,,,,,,
spdde_25-09-2021_00:00_image3.jpeg,,,,,,,,
spdde_25-09-2021_00:00_image3.jpeg,,,Olaf Scholz,,,,,
spdde_25-09-2021_00:00_image3.jpeg,,,,,,,,
spdde_25-09-2021_00:00_image3.jpeg,,,,,,,,
spdde_25-09-2021_00:00_image3.jpeg,,,Olaf Scholz,,,,,
spdde_25-09-2021_00:00_image3.jpeg,,,,,,,,
spdde_25-09-2021_00:00_image3.jpeg,,,Olaf Scholz,,,,,
spdde_25-09-2021_00:00_image3.jpeg,,,,,,,,
cdu_17-09-2021_00:00_image1.jpeg,,,,,,,,
cdu_17-09-2021_00:00_image1.jpeg,,,Armin Laschet,Armin Laschet,,,,
cdu_17-09-2021_00:00_image1.jpeg,,,,,,,,
cdu_17-09-2021_00:00_image1.jpeg,,,,,,,,
cdu_17-09-2021_00:00_image1.jpeg,,,,,,,,
cdu_17-09-2021_00:00_image1.jpeg,,,,,,,,
cdu_17-09-2021_00:00_image1.jpeg,,,,,,,,
christianlindner_25-09-2021_00:00_image3.jpeg,,,,,,,,
christianlindner_25-09-2021_00:00_image3.jpeg,,,Christian Lindner,Christian Lindner,,,,
fw_bayern_17-09-2021_00:00_video0.jpeg,,,,,,,,
fw_bayern_17-09-2021_00:00_video0.jpeg,,,,,,,,
fw_bayern_17-09-2021_00:00_video0.jpeg,,,,,,,,
olafscholz_20-09-2021_00:00_video7.jpeg,,,,,,,,
olafscholz_20-09-2021_00:00_video7.jpeg,,,,Olaf Scholz,,,,
olafscholz_20-09-2021_00:00_video7.jpeg,,,,,,,,
olafscholz_20-09-2021_00:00_video7.jpeg,,,,,,,,
susanne_hennig_wellsow_18-09-2021_00:00_video0.jpeg,,,,,,,,
susanne_hennig_wellsow_18-09-2021_00:00_video0.jpeg,,,,,,,,
susanne_hennig_wellsow_18-09-2021_00:00_video0.jpeg,,,,Susanne Hennig-Wellsow,,,,
susanne_hennig_wellsow_18-09-2021_00:00_video0.jpeg,,,,,,,,
christlichsozialeunion_25-09-2021_00:00_video16.jpeg,,,,,,,,
christlichsozialeunion_25-09-2021_00:00_video16.jpeg,,,,,,,,
christlichsozialeunion_25-09-2021_00:00_video16.jpeg,,,,,,,,
christlichsozialeunion_25-09-2021_00:00_video16.jpeg,,,Armin Laschet,Armin Laschet,,,,
spdde_25-09-2021_00:00_video17.jpeg,,,,,,,,
spdde_25-09-2021_00:00_video17.jpeg,,,,,,,,
spdde_25-09-2021_00:00_video17.jpeg,,,,,,,,
spdde_25-09-2021_00:00_video17.jpeg,,,,,,,,
spdde_25-09-2021_00:00_video17.jpeg,,,,,,,,
cdu_22-09-2021_00:00_video11.jpeg,,,,,,,,
cdu_22-09-2021_00:00_video11.jpeg,,,,,,,,
cdu_22-09-2021_00:00_video11.jpeg,,,,,,,,
cdu_22-09-2021_00:00_video11.jpeg,,,,,,,,
cdu_22-09-2021_00:00_video11.jpeg,,,,,,,,
cdu_22-09-2021_00:00_video11.jpeg,,,,,,,,
cdu_22-09-2021_00:00_video11.jpeg,,,,,,,,
cdu_22-09-2021_00:00_video11.jpeg,,,,,,,,
cdu_22-09-2021_00:00_video11.jpeg,,,,,,,,
cdu_22-09-2021_00:00_video11.jpeg,,,,,,,,
cdu_22-09-2021_00:00_video11.jpeg,,,,,,,,
cdu_22-09-2021_00:00_video11.jpeg,,,Armin Laschet,Armin Laschet,,,,
nicola_beer_20-09-2021_00:00_image14.jpeg,,,,,,,,
robert.habeck_18-09-2021_00:00_image14.jpeg,,,,,,,,
robert.habeck_18-09-2021_00:00_image14.jpeg,,,,,,,,
dielinke_25-09-2021_00:00_video10.jpeg,,,,,,,,
nicola_beer_16-09-2021_00:00_video0.jpeg,,,,,,,,
nicola_beer_16-09-2021_00:00_video0.jpeg,,,Nicola Beer,Nicola Beer,,,,
fdp_20-09-2021_00:00_image14.jpeg,,,,,,,,
susanne_hennig_wellsow_23-09-2021_00:00_image0.jpeg,,,,,,,,
susanne_hennig_wellsow_23-09-2021_00:00_image0.jpeg,,,,,,,,
susanne_hennig_wellsow_23-09-2021_00:00_image0.jpeg,,,,,,,,
susanne_hennig_wellsow_23-09-2021_00:00_image0.jpeg,,,,,,,,
cdu_13-09-2021_00:00_video14.jpeg,,,,,,,,
cdu_13-09-2021_00:00_video14.jpeg,,,,,,,,
olafscholz_21-09-2021_00:00_image3.jpeg,,,,,,,,
olafscholz_21-09-2021_00:00_image3.jpeg,,,Olaf Scholz,Olaf Scholz,,,,
robert.habeck_21-09-2021_00:00_video6.jpeg,,,,,,,,
markus.soeder_24-09-2021_00:00_image3.jpeg,,,,,,,,
markus.soeder_24-09-2021_00:00_image3.jpeg,,,Markus Söder,Markus Söder,,,,
markus.soeder_24-09-2021_00:00_image3.jpeg,,,,,,,,
markus.soeder_24-09-2021_00:00_image3.jpeg,,,Markus Söder,Markus Söder,,,,
olafscholz_25-09-2021_00:00_video6.jpeg,,,,,,,,
olafscholz_25-09-2021_00:00_video6.jpeg,,,,,,,,
olafscholz_25-09-2021_00:00_video6.jpeg,,,,,,,,
olafscholz_25-09-2021_00:00_video6.jpeg,,,,,,,,
olafscholz_25-09-2021_00:00_video6.jpeg,,,,,,,,
olafscholz_25-09-2021_00:00_video6.jpeg,,,,,,,,
christlichsozialeunion_25-09-2021_00:00_video12.jpeg,,,,,,,,
christlichsozialeunion_25-09-2021_00:00_video12.jpeg,,,,,,,,
christlichsozialeunion_25-09-2021_00:00_video12.jpeg,,,,Markus Söder,,,,
cdu_22-09-2021_00:00_image2.jpeg,,,,,,,,
cdu_22-09-2021_00:00_image2.jpeg,,,,,,,,
cdu_22-09-2021_00:00_image2.jpeg,,,,,,,,
cdu_22-09-2021_00:00_image2.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image13.jpeg,,,,,,,,
robert.habeck_16-09-2021_00:00_image13.jpeg,,,Robert Habeck,Robert Habeck,,,,
nicola_beer_24-09-2021_00:00_video3.jpeg,,,,,,,,
nicola_beer_24-09-2021_00:00_video3.jpeg,,,Nicola Beer,Nicola Beer,,,,
nicola_beer_24-09-2021_00:00_video3.jpeg,,,,,,,,
cdu_16-09-2021_00:00_video12.jpeg,,,,,,,,
nicola_beer_23-09-2021_00:00_video0.jpeg,,,,,,,,
nicola_beer_23-09-2021_00:00_video0.jpeg,,,,,,,,
nicola_beer_23-09-2021_00:00_video0.jpeg,,,,,,,,
armin_laschet_14-09-2021_00:00_video4.jpeg,,,,,,,,
